0000,0000,STATEWIDE DATA,NULL,59453,2285,3.8,607,1,4619,7.8,27401,46.1,41.3
8110,0000,21st Century Prep Sch,NULL,51,0,0,2,3.9,13,25.5,30,58.8,11.8
8110,0100,21st Century Prep Sch,21st Century Prep Sch,51,0,0,2,3.9,13,25.5,30,58.8,11.8
0007,0000,Abbotsford,NULL,35,2,5.7,0,0,0,0,24,68.6,25.7
0007,0020,Abbotsford,Abbotsford El,35,2,5.7,0,0,0,0,24,68.6,25.7
8112,0000,Acad of Learning & Leadership,NULL,20,0,0,2,10,7,35,11,55,0
8112,0100,Acad of Learning & Leadership,Acad of Learning & Leadership,20,0,0,2,10,7,35,11,55,0
0014,0000,Adams-Friendship Area,NULL,142,2,1.4,3,2.1,18,12.7,87,61.3,22.5
0014,0130,Adams-Friendship Area,Adams-Friendship El,63,1,1.6,2,3.2,10,15.9,38,60.3,19
0014,0080,Adams-Friendship Area,Castle Rock El,23,0,0,1,4.3,2,8.7,18,78.3,8.7
0014,0140,Adams-Friendship Area,Grand Marsh El,26,1,3.8,0,0,5,19.2,17,65.4,11.5
0014,0180,Adams-Friendship Area,Pine Land El,17,0,0,0,0,1,5.9,8,47.1,47.1
0014,0200,Adams-Friendship Area,Roche A Cri El,13,0,0,0,0,0,0,6,46.2,53.8
0063,0000,Albany,NULL,26,1,3.8,0,0,3,11.5,17,65.4,19.2
0063,0020,Albany,Albany El,26,1,3.8,0,0,3,11.5,17,65.4,19.2
0070,0000,Algoma,NULL,31,1,3.2,0,0,0,0,16,51.6,45.2
0070,0020,Algoma,Algoma El/Mid,31,1,3.2,0,0,0,0,16,51.6,45.2
0084,0000,Alma,NULL,17,1,5.9,0,0,0,0,9,52.9,41.2
0084,0020,Alma,Alma El,17,1,5.9,0,0,0,0,9,52.9,41.2
0091,0000,Alma Center,NULL,45,1,2.2,1,2.2,0,0,20,44.4,51.1
0091,0080,Alma Center,Lincoln El,45,1,2.2,1,2.2,0,0,20,44.4,51.1
0105,0000,Almond-Bancroft,NULL,34,1,2.9,0,0,0,0,11,32.4,64.7
0105,0020,Almond-Bancroft,Almond El,34,1,2.9,0,0,0,0,11,32.4,64.7
0112,0000,Altoona,NULL,113,1,0.9,0,0,4,3.5,47,41.6,54
0112,0080,Altoona,Pedersen El,113,1,0.9,0,0,4,3.5,47,41.6,54
0119,0000,Amery,NULL,128,2,1.6,1,0.8,8,6.3,56,43.8,47.7
0119,0050,Amery,Amery Intermediate,128,2,1.6,1,0.8,8,6.3,56,43.8,47.7
0140,0000,Antigo,NULL,172,2,1.2,3,1.7,8,4.7,99,57.6,34.9
0140,0080,Antigo,Crestwood El,24,1,4.2,0,0,0,0,13,54.2,41.7
0140,0100,Antigo,East El,14,0,0,0,0,0,0,7,50,50
0140,0160,Antigo,Mattoon El,13,0,0,0,0,0,0,9,69.2,30.8
0140,0180,Antigo,North El,25,0,0,0,0,0,0,13,52,48
0140,0200,Antigo,Pleasant View El,22,0,0,0,0,2,9.1,16,72.7,18.2
0140,0240,Antigo,River Grove El,11,0,0,0,0,0,0,5,45.5,54.5
0140,0260,Antigo,Spring Valley El,24,0,0,0,0,1,4.2,15,62.5,33.3
0140,0280,Antigo,West El,39,1,2.6,3,7.7,5,12.8,21,53.8,23.1
0147,0000,Appleton Area,NULL,1004,34,3.4,7,0.7,78,7.8,451,44.9,43.2
0147,0060,Appleton Area,Badger El,40,1,2.5,1,2.5,6,15,19,47.5,32.5
0147,0220,Appleton Area,Berry El,57,3,5.3,0,0,1,1.8,18,31.6,61.4
0147,0110,Appleton Area,Classical Charter Sch,52,0,0,0,0,1,1.9,13,25,73.1
0147,0080,Appleton Area,Columbus El,34,1,2.9,0,0,5,14.7,18,52.9,29.4
0147,0100,Appleton Area,Edison El,33,0,0,0,0,6,18.2,17,51.5,30.3
0147,0130,Appleton Area,Ferber El,102,2,2,0,0,2,2,34,33.3,62.7
0147,0140,Appleton Area,Foster El,35,3,8.6,0,0,7,20,16,45.7,25.7
0147,0160,Appleton Area,Franklin El,55,0,0,1,1.8,9,16.4,24,43.6,38.2
0147,0180,Appleton Area,Highlands El,54,3,5.6,0,0,6,11.1,28,51.9,31.5
0147,0190,Appleton Area,Horizons El,56,5,8.9,0,0,5,8.9,22,39.3,42.9
0147,0195,Appleton Area,Houdini El,95,0,0,2,2.1,5,5.3,43,45.3,47.4
0147,0200,Appleton Area,Huntley El,88,6,6.8,0,0,4,4.5,42,47.7,40.9
0147,0240,Appleton Area,Jefferson El,50,1,2,0,0,4,8,31,62,28
0147,0260,Appleton Area,Johnston El,61,2,3.3,0,0,3,4.9,29,47.5,44.3
0147,0280,Appleton Area,Lincoln El,58,1,1.7,2,3.4,8,13.8,34,58.6,22.4
0147,0320,Appleton Area,McKinley El,55,5,9.1,0,0,4,7.3,26,47.3,36.4
0147,0340,Appleton Area,Richmond El,39,0,0,0,0,0,0,16,41,59
