0336,0080,Beaver Dam,Jefferson El,52,7,13.5,2,3.8,4,7.7,35,67.3,4,7.7
0336,0100,Beaver Dam,Lincoln El,36,2,5.6,1,2.8,5,13.9,18,50.0,10,27.8
0336,0110,Beaver Dam,Prairie View El,31,7,22.6,0,0.0,0,0.0,13,41.9,11,35.5
0336,0120,Beaver Dam,South Beaver Dam El,14,0,0.0,0,0.0,1,7.1,9,64.3,4,28.6
0336,0140,Beaver Dam,Trenton El,21,1,4.8,1,4.8,0,0.0,13,61.9,6,28.6
0336,0160,Beaver Dam,Washington El,47,0,0.0,0,0.0,3,6.4,32,68.1,12,25.5
0336,0180,Beaver Dam,Wilson El,20,1,5.0,4,20.0,1,5.0,8,40.0,6,30.0
4263,0000,Beecher-Dunbar-Pembine,,20,0,0.0,2,10.0,4,20.0,8,40.0,6,30.0
4263,0040,Beecher-Dunbar-Pembine,Pembine El,20,0,0.0,2,10.0,4,20.0,8,40.0,6,30.0
0350,0000,Belleville,,70,4,5.7,1,1.4,8,11.4,37,52.9,20,28.6
0350,0100,Belleville,Belleville Intermediate,70,4,5.7,1,1.4,8,11.4,37,52.9,20,28.6
0364,0000,Belmont Community,,24,1,4.2,0,0.0,0,0.0,16,66.7,7,29.2
0364,0020,Belmont Community,Belmont El,24,1,4.2,0,0.0,0,0.0,16,66.7,7,29.2
0413,0000,Beloit,,517,32,6.2,25,4.8,73,14.1,295,57.1,92,17.8
0413,0040,Beloit,Burdge El,29,5,17.2,0,0.0,4,13.8,12,41.4,8,27.6
0413,0060,Beloit,Converse El,60,0,0.0,0,0.0,15,25.0,34,56.7,11,18.3
0413,0080,Beloit,Cunningham El,46,2,4.3,5,10.9,2,4.3,27,58.7,10,21.7
0413,0110,Beloit,Gaston El,42,0,0.0,2,4.8,2,4.8,25,59.5,13,31.0
0413,0120,Beloit,Hackett El,47,4,8.5,0,0.0,7,14.9,24,51.1,12,25.5
0413,0160,Beloit,McLenegan El,44,5,11.4,1,2.3,2,4.5,29,65.9,7,15.9
0413,0210,Beloit,Merrill El,37,0,0.0,6,16.2,14,37.8,14,37.8,3,8.1
0413,0240,Beloit,Morgan El,40,1,2.5,0,0.0,2,5.0,30,75.0,7,17.5
0413,0260,Beloit,Robinson El,48,2,4.2,3,6.3,9,18.8,28,58.3,6,12.5
0413,0300,Beloit,Royce El,46,2,4.3,4,8.7,7,15.2,30,65.2,3,6.5
0413,0320,Beloit,Todd El,46,6,13.0,3,6.5,4,8.7,26,56.5,7,15.2
0413,0360,Beloit,Wright El,32,5,15.6,1,3.1,5,15.6,16,50.0,5,15.6
0422,0000,Beloit Turner,,82,0,0.0,3,3.7,9,11.0,48,58.5,22,26.8
0422,0100,Beloit Turner,Townview El,82,0,0.0,3,3.7,9,11.0,48,58.5,22,26.8
0427,0000,Benton,,16,0,0.0,0,0.0,1,6.3,7,43.8,8,50.0
0427,0020,Benton,Benton El,16,0,0.0,0,0.0,1,6.3,7,43.8,8,50.0
0434,0000,Berlin Area,,113,6,5.3,4,3.5,11,9.7,64,56.6,28,24.8
0434,0060,Berlin Area,Clay Lamberton El,100,6,6.0,3,3.0,11,11.0,53,53.0,27,27.0
0434,0100,Berlin Area,Poy Sippi El,13,0,0.0,1,7.7,0,0.0,11,84.6,1,7.7
0441,0000,Birchwood,,15,1,6.7,0,0.0,2,13.3,8,53.3,4,26.7
0441,0020,Birchwood,Birchwood El,15,1,6.7,0,0.0,2,13.3,8,53.3,4,26.7
2240,0000,Black Hawk,,29,0,0.0,0,0.0,2,6.9,12,41.4,15,51.7
2240,0160,Black Hawk,Black Hawk El,29,0,0.0,0,0.0,2,6.9,12,41.4,15,51.7
0476,0000,Black River Falls,,138,2,1.4,10,7.2,15,10.9,74,53.6,37,26.8
0476,0080,Black River Falls,Forrest Street El,53,2,3.8,2,3.8,7,13.2,25,47.2,17,32.1
0476,0100,Black River Falls,Gebhardt El,43,0,0.0,7,16.3,7,16.3,21,48.8,8,18.6
0476,0130,Black River Falls,Third Street El,42,0,0.0,1,2.4,1,2.4,28,66.7,12,28.6
0485,0000,Blair-Taylor,,46,1,2.2,3,6.5,6,13.0,24,52.2,12,26.1
0485,0034,Blair-Taylor,Blair-Taylor El,46,1,2.2,3,6.5,6,13.0,24,52.2,12,26.1
0497,0000,Bloomer,,72,1,1.4,0,0.0,0,0.0,47,65.3,24,33.3
0497,0020,Bloomer,Bloomer El,72,1,1.4,0,0.0,0,0.0,47,65.3,24,33.3
0602,0000,Bonduel,,58,0,0.0,3,5.2,8,13.8,33,56.9,14,24.1
0602,0020,Bonduel,Bonduel El,47,0,0.0,3,6.4,7,14.9,25,53.2,12,25.5
0602,0080,Bonduel,Navarino El,11,0,0.0,0,0.0,1,9.1,8,72.7,2,18.2
0609,0000,Boscobel Area,,80,6,7.5,3,3.8,12,15.0,42,52.5,17,21.3
0609,0020,Boscobel Area,Boscobel El,80,6,7.5,3,3.8,12,15.0,42,52.5,17,21.3
0616,0000,Boulder Junction J1,,15,0,0.0,0,0.0,2,13.3,6,40.0,7,46.7
0616,0050,Boulder Junction J1,North Lakeland El,15,0,0.0,0,0.0,2,13.3,6,40.0,7,46.7
0623,0000,Bowler,,31,0,0.0,0,0.0,5,16.1,20,64.5,6,19.4
0623,0020,Bowler,Bowler El,31,0,0.0,0,0.0,5,16.1,20,64.5,6,19.4
0637,0000,Boyceville Community,,63,0,0.0,0,0.0,3,4.8,40,63.5,20,31.7
0637,0020,Boyceville Community,Tiffany Creek El,63,0,0.0,0,0.0,3,4.8,40,63.5,20,31.7
0657,0000,Brighton #1,,28,3,10.7,0,0.0,2,7.1,15,53.6,8,28.6
0657,0020,Brighton #1,Brighton El,28,3,10.7,0,0.0,2,7.1,15,53.6,8,28.6
0658,0000,Brillion,,66,2,3.0,3,4.5,6,9.1,41,62.1,14,21.2
0658,0020,Brillion,Brillion El,66,2,3.0,3,4.5,6,9.1,41,62.1,14,21.2
0665,0000,Bristol #1,,48,0,0.0,1,2.1,4,8.3,28,58.3,15,31.3
0665,0020,Bristol #1,Bristol El,48,0,0.0,1,2.1,4,8.3,28,58.3,15,31.3
0700,0000,Brodhead,,91,3,3.3,3,3.3,4,4.4,49,53.8,32,35.2
0700,0020,Brodhead,Ronald R Albrecht El,91,3,3.3,3,3.3,4,4.4,49,53.8,32,35.2
0721,0000,Brown Deer,,115,2,1.7,5,4.3,11,9.6,66,57.4,31,27.0
0721,0080,Brown Deer,Dean El,115,2,1.7,5,4.3,11,9.6,66,57.4,31,27.0
0735,0000,Bruce,,42,2,4.8,3,7.1,5,11.9,25,59.5,7,16.7
0735,0020,Bruce,Bruce El,42,2,4.8,3,7.1,5,11.9,25,59.5,7,16.7
0777,0000,Burlington Area,,252,4,1.6,7,2.8,22,8.7,129,51.2,90,35.7
0777,0060,Burlington Area,Cooper El,69,1,1.4,0,0.0,8,11.6,25,36.2,35,50.7
0777,0100,Burlington Area,Dover Ctr,20,0,0.0,2,10.0,2,10.0,12,60.0,4,20.0
0777,0120,Burlington Area,Lyons Ctr,46,0,0.0,1,2.2,6,13.0,22,47.8,17,37.0
0777,0140,Burlington Area,Waller El,71,1,1.4,4,5.6,6,8.5,44,62.0,16,22.5
0777,0160,Burlington Area,Winkler El,46,2,4.3,0,0.0,0,0.0,26,56.5,18,39.1
0840,0000,Butternut,,10,0,0.0,0,0.0,0,0.0,8,80.0,2,20.0
0840,0020,Butternut,Butternut El,10,0,0.0,0,0.0,0,0.0,8,80.0,2,20.0
0870,0000,Cadott Community,,63,1,1.6,1,1.6,11,17.5,39,61.9,11,17.5
0870,0020,Cadott Community,Cadott El,63,1,1.6,1,1.6,11,17.5,39,61.9,11,17.5
0882,0000,Cambria-Friesland,,28,0,0.0,0,0.0,4,14.3,16,57.1,8,28.6
0882,0060,Cambria-Friesland,Cambria Friesland El,28,0,0.0,0,0.0,4,14.3,16,57.1,8,28.6
0896,0000,Cambridge,,63,0,0.0,2,3.2,8,12.7,30,47.6,23,36.5
0896,0020,Cambridge,Cambridge El,63,0,0.0,2,3.2,8,12.7,30,47.6,23,36.5
0903,0000,Cameron,,78,1,1.3,4,5.1,10,12.8,42,53.8,21,26.9
0903,0020,Cameron,Cameron El,78,1,1.3,4,5.1,10,12.8,42,53.8,21,26.9
0910,0000,Campbellsport,,92,2,2.2,1,1.1,4,4.3,55,59.8,30,32.6
0910,0020,Campbellsport,Campbellsport El,36,2,5.6,0,0.0,1,2.8,23,63.9,10,27.8
0910,0080,Campbellsport,Eden El,56,0,0.0,1,1.8,3,5.4,32,57.1,20,35.7
0980,0000,Cashton,,42,0,0.0,7,16.7,6,14.3,20,47.6,9,21.4
0980,0020,Cashton,Cashton El,42,0,0.0,7,16.7,6,14.3,20,47.6,9,21.4
0994,0000,Cassville,,21,0,0.0,2,9.5,3,14.3,13,61.9,3,14.3
0994,0020,Cassville,Cassville El,21,0,0.0,2,9.5,3,14.3,13,61.9,3,14.3
1029,0000,Cedar Grove-Belgium Area,,75,0,0.0,1,1.3,4,5.3,39,52.0,31,41.3
1029,0020,Cedar Grove-Belgium Area,Cedar Grove El,75,0,0.0,1,1.3,4,5.3,39,52.0,31,41.3
1015,0000,Cedarburg,,189,4,2.1,2,1.1,2,1.1,87,46.0,94,49.7
1015,0070,Cedarburg,Parkview El,70,1,1.4,0,0.0,1,1.4,36,51.4,32,45.7
1015,0090,Cedarburg,Thorson El,68,1,1.5,0,0.0,1,1.5,31,45.6,35,51.5
1015,0075,Cedarburg,Westlawn El,51,2,3.9,2,3.9,0,0.0,20,39.2,27,52.9
8105,0000,Central City Cyberschool,,33,0,0.0,15,45.5,8,24.2,10,30.3,0,0.0
8105,1211,Central City Cyberschool,Central City Cyberschool,33,0,0.0,15,45.5,8,24.2,10,30.3,0,0.0
1078,0000,Chetek,,72,3,4.2,2,2.8,6,8.3,40,55.6,21,29.2
1078,0080,Chetek,Roselawn El,72,3,4.2,2,2.8,6,8.3,40,55.6,21,29.2
1085,0000,Chilton,,69,3,4.3,1,1.4,5,7.2,34,49.3,26,37.7
1085,0020,Chilton,Chilton El,69,3,4.3,1,1.4,5,7.2,34,49.3,26,37.7
1092,0000,Chippewa Falls Area,,317,23,7.3,5,1.6,32,10.1,175,55.2,82,25.9
1092,0110,Chippewa Falls Area,Halmstad El,66,4,6.1,3,4.5,10,15.2,41,62.1,8,12.1
1092,0120,Chippewa Falls Area,Hillcrest El,57,0,0.0,1,1.8,7,12.3,30,52.6,19,33.3
1092,0140,Chippewa Falls Area,Jim Falls El,16,0,0.0,0,0.0,1,6.3,11,68.8,4,25.0
1092,0220,Chippewa Falls Area,Parkview El,81,11,13.6,0,0.0,6,7.4,46,56.8,18,22.2
1092,0160,Chippewa Falls Area,Southview El,27,4,14.8,0,0.0,0,0.0,15,55.6,8,29.6
1092,0200,Chippewa Falls Area,Stillson El,70,4,5.7,1,1.4,8,11.4,32,45.7,25,35.7
1120,0000,Clayton,,26,0,0.0,0,0.0,0,0.0,16,61.5,10,38.5
1120,0020,Clayton,Clayton El,26,0,0.0,0,0.0,0,0.0,16,61.5,10,38.5
1127,0000,Clear Lake,,51,1,2.0,4,7.8,3,5.9,30,58.8,13,25.5
1127,0020,Clear Lake,Gaylord A Nelson Educ Center,51,1,2.0,4,7.8,3,5.9,30,58.8,13,25.5
1134,0000,Clinton Community,,84,2,2.4,4,4.8,12,14.3,44,52.4,22,26.2
1134,0040,Clinton Community,Clinton El,84,2,2.4,4,4.8,12,14.3,44,52.4,22,26.2
1141,0000,Clintonville,,88,1,1.1,6,6.8,8,9.1,50,56.8,23,26.1
1141,0015,Clintonville,Bear Creek El,15,1,6.7,1,6.7,1,6.7,7,46.7,5,33.3
1141,0060,Clintonville,Dellwood El,23,0,0.0,0,0.0,0,0.0,18,78.3,5,21.7
1141,0100,Clintonville,Longfellow El,50,0,0.0,5,10.0,7,14.0,25,50.0,13,26.0
1155,0000,Cochrane-Fountain City,,47,3,6.4,0,0.0,1,2.1,25,53.2,18,38.3
1155,0020,Cochrane-Fountain City,Cochrane-Fountain City El,47,3,6.4,0,0.0,1,2.1,25,53.2,18,38.3
1162,0000,Colby,,69,4,5.8,4,5.8,10,14.5,31,44.9,20,29.0
1162,0020,Colby,Colby El,51,1,2.0,4,7.8,7,13.7,23,45.1,16,31.4
1162,0100,Colby,Dorchester El,18,3,16.7,0,0.0,3,16.7,8,44.4,4,22.2
1169,0000,Coleman,,50,2,4.0,0,0.0,9,18.0,32,64.0,7,14.0
1169,0040,Coleman,Coleman El,50,2,4.0,0,0.0,9,18.0,32,64.0,7,14.0
1176,0000,Colfax,,58,1,1.7,4,6.9,13,22.4,26,44.8,14,24.1
1176,0020,Colfax,Colfax El,58,1,1.7,4,6.9,13,22.4,26,44.8,14,24.1
1183,0000,Columbus,,79,0,0.0,2,2.5,9,11.4,45,57.0,23,29.1
1183,0080,Columbus,Columbus El,79,0,0.0,2,2.5,9,11.4,45,57.0,23,29.1
1204,0000,Cornell,,40,0,0.0,4,10.0,7,17.5,18,45.0,11,27.5
1204,0020,Cornell,Cornell El,40,0,0.0,4,10.0,7,17.5,18,45.0,11,27.5
1218,0000,Crandon,,71,2,2.8,7,9.9,14,19.7,38,53.5,10,14.1
1218,0040,Crandon,Crandon El,71,2,2.8,7,9.9,14,19.7,38,53.5,10,14.1
1232,0000,Crivitz,,55,4,7.3,0,0.0,7,12.7,30,54.5,14,25.5
1232,0020,Crivitz,Crivitz El,55,4,7.3,0,0.0,7,12.7,30,54.5,14,25.5
1246,0000,Cuba City,,39,2,5.1,2,5.1,2,5.1,23,59.0,10,25.6
1246,0020,Cuba City,Cuba City El,39,2,5.1,2,5.1,2,5.1,23,59.0,10,25.6
1253,0000,Cudahy,,212,8,3.8,3,1.4,16,7.5,127,59.9,58,27.4
1253,0060,Cudahy,Jones El,23,1,4.3,0,0.0,2,8.7,11,47.8,9,39.1
1253,0140,Cudahy,Kosciuszko El,47,0,0.0,2,4.3,8,17.0,30,63.8,7,14.9
1253,0080,Cudahy,Lincoln El,52,1,1.9,1,1.9,2,3.8,27,51.9,21,40.4
1253,0050,Cudahy,Mitchell El,51,5,9.8,0,0.0,1,2.0,31,60.8,14,27.5
1253,0120,Cudahy,Park View El,39,1,2.6,0,0.0,3,7.7,28,71.8,7,17.9
1260,0000,Cumberland,,72,2,2.8,1,1.4,5,6.9,39,54.2,25,34.7
1260,0040,Cumberland,Cumberland El,72,2,2.8,1,1.4,5,6.9,39,54.2,25,34.7
4970,0000,D C Everest Area,,375,10,2.7,17,4.5,31,8.3,202,53.9,115,30.7
4970,0050,D C Everest Area,Evergreen El,73,1,1.4,1,1.4,4,5.5,41,56.2,26,35.6
4970,0060,D C Everest Area,Hatley El,19,0,0.0,0,0.0,3,15.8,8,42.1,8,42.1
4970,0070,D C Everest Area,Riverside El,92,3,3.3,7,7.6,8,8.7,41,44.6,33,35.9
4970,0080,D C Everest Area,Rothschild El,63,0,0.0,1,1.6,5,7.9,37,58.7,20,31.7
4970,0100,D C Everest Area,Schofield El,46,2,4.3,5,10.9,2,4.3,28,60.9,9,19.6
4970,0120,D C Everest Area,Weston El,82,4,4.9,3,3.7,9,11.0,47,57.3,19,23.2
1295,0000,Darlington Community,,54,4,7.4,1,1.9,5,9.3,26,48.1,18,33.3
1295,0160,Darlington Community,Darlington El/Mid,54,4,7.4,1,1.9,5,9.3,26,48.1,18,33.3
1316,0000,De Forest Area,,243,2,0.8,5,2.1,17,7.0,130,53.5,89,36.6
1316,0020,De Forest Area,Eagle Point El,56,0,0.0,3,5.4,5,8.9,27,48.2,21,37.5
1316,0080,De Forest Area,Morrisonville El,19,0,0.0,0,0.0,2,10.5,7,36.8,10,52.6
1316,0140,De Forest Area,Windsor El,84,0,0.0,0,0.0,8,9.5,47,56.0,29,34.5
1316,0160,De Forest Area,Yahara El,84,2,2.4,2,2.4,2,2.4,49,58.3,29,34.5
1414,0000,De Pere,,230,3,1.3,6,2.6,14,6.1,123,53.5,84,36.5
1414,0040,De Pere,Dickinson El,98,1,1.0,0,0.0,7,7.1,49,50.0,41,41.8
1414,0050,De Pere,Heritage El,132,2,1.5,6,4.5,7,5.3,74,56.1,43,32.6
1421,0000,De Soto Area,,29,1,3.4,0,0.0,1,3.4,15,51.7,12,41.4
1421,0080,De Soto Area,Prairie View El,16,1,6.3,0,0.0,1,6.3,11,68.8,3,18.8
1421,0100,De Soto Area,Stoddard El,13,0,0.0,0,0.0,0,0.0,4,30.8,9,69.2
1309,0000,Deerfield Community,,59,0,0.0,2,3.4,2,3.4,30,50.8,25,42.4
1309,0020,Deerfield Community,Deerfield El,59,0,0.0,2,3.4,2,3.4,30,50.8,25,42.4
1380,0000,Delavan-Darien,,180,7,3.9,9,5.0,22,12.2,108,60.0,34,18.9
1380,0010,Delavan-Darien,Darien El,41,0,0.0,4,9.8,4,9.8,26,63.4,7,17.1
1380,0045,Delavan-Darien,Turtle Creek El,103,6,5.8,5,4.9,17,16.5,59,57.3,16,15.5
1380,0100,Delavan-Darien,Wileman El,36,1,2.8,0,0.0,1,2.8,23,63.9,11,30.6
1407,0000,Denmark,,105,1,1.0,3,2.9,10,9.5,53,50.5,38,36.2
1407,0060,Denmark,Denmark El,105,1,1.0,3,2.9,10,9.5,53,50.5,38,36.2
8109,0000,DLH Academy,,43,0,0.0,10,23.3,11,25.6,19,44.2,3,7.0
8109,0100,DLH Academy,DLH Academy,43,0,0.0,10,23.3,11,25.6,19,44.2,3,7.0
2744,0000,Dodgeland,,55,0,0.0,4,7.3,3,5.5,32,58.2,16,29.1
2744,0040,Dodgeland,Dodgeland El,55,0,0.0,4,7.3,3,5.5,32,58.2,16,29.1
1428,0000,Dodgeville,,72,1,1.4,1,1.4,2,2.8,43,59.7,25,34.7
1428,0020,Dodgeville,Dodgeville El,53,0,0.0,1,1.9,0,0.0,31,58.5,21,39.6
1428,0060,Dodgeville,Ridgeway El,19,1,5.3,0,0.0,2,10.5,12,63.2,4,21.1
1449,0000,Dover #1,,6,0,0.0,1,16.7,0,0.0,5,83.3,0,0.0
1449,0020,Dover #1,Kansasville El,6,0,0.0,1,16.7,0,0.0,5,83.3,0,0.0
8101,0000,Downtown Montessori,,2,*,*,*,*,*,*,*,*,*,*
8101,1056,Downtown Montessori,Downtown Montessori,2,*,*,*,*,*,*,*,*,*,*
1491,0000,Drummond Area,,25,0,0.0,1,4.0,1,4.0,13,52.0,10,40.0
1491,0020,Drummond Area,Drummond El,25,0,0.0,1,4.0,1,4.0,13,52.0,10,40.0
1499,0000,Durand,,67,9,13.4,0,0.0,4,6.0,38,56.7,16,23.9
1499,0020,Durand,Caddie Woodlawn El,67,9,13.4,0,0.0,4,6.0,38,56.7,16,23.9
1540,0000,East Troy Community,,101,2,2.0,2,2.0,6,5.9,62,61.4,29,28.7
