0,0,STATEWIDE DATA,NULL,64282,4650,7.2,3784,5.9,10814,16.8,31938,49.7,20.4
7,0,Abbotsford Sch Dist,NULL,50,3,6.0,4,8.0,14,28.0,24,48.0,10.0
7,20,Abbotsford Sch Dist,Abbotsford El,50,3,6.0,4,8.0,14,28.0,24,48.0,10.0
14,0,Adams-Friendship Area Sch Dist,NULL,154,21,13.6,9,5.8,31,20.1,67,43.5,16.9
14,130,Adams-Friendship Area Sch Dist,Adams-Friendship El,72,15,20.8,0,0.0,15,20.8,27,37.5,20.8
14,80,Adams-Friendship Area Sch Dist,Castle Rock El,25,2,8.0,0,0.0,5,20.0,15,60.0,12.0
14,140,Adams-Friendship Area Sch Dist,Grand Marsh El,26,1,3.8,4,15.4,6,23.1,13,50.0,7.7
14,180,Adams-Friendship Area Sch Dist,Pine Land El,16,1,6.3,4,25.0,5,31.3,4,25.0,12.5
14,200,Adams-Friendship Area Sch Dist,Roche A Cri El,15,2,13.3,1,6.7,0,0.0,8,53.3,26.7
63,0,Albany Sch Dist,NULL,44,0,0.0,0,0.0,10,22.7,29,65.9,11.4
63,20,Albany Sch Dist,Albany El,44,0,0.0,0,0.0,10,22.7,29,65.9,11.4
70,0,Algoma Sch Dist,NULL,35,0,0.0,3,8.6,14,40.0,15,42.9,8.6
70,20,Algoma Sch Dist,Algoma El,35,0,0.0,3,8.6,14,40.0,15,42.9,8.6
91,0,Alma Center Sch Dist,NULL,40,6,15.0,0,0.0,7,17.5,22,55.0,12.5
91,80,Alma Center Sch Dist,Lincoln El,40,6,15.0,0,0.0,7,17.5,22,55.0,12.5
84,0,Alma Sch Dist,NULL,28,1,3.6,0,0.0,5,17.9,17,60.7,17.9
84,20,Alma Sch Dist,Alma El,28,1,3.6,0,0.0,5,17.9,17,60.7,17.9
105,0,Almond-Bancroft Sch Dist,NULL,29,0,0.0,0,0.0,3,10.3,19,65.5,24.1
105,60,Almond-Bancroft Sch Dist,Bancroft El,29,0,0.0,0,0.0,3,10.3,19,65.5,24.1
112,0,Altoona Sch Dist,NULL,90,6,6.7,6,6.7,18,20.0,47,52.2,14.4
112,80,Altoona Sch Dist,Pedersen El,90,6,6.7,6,6.7,18,20.0,47,52.2,14.4
119,0,Amery Sch Dist,NULL,154,15,9.7,4,2.6,20,13.0,78,50.6,24.0
119,20,Amery Sch Dist,Lien El,154,15,9.7,4,2.6,20,13.0,78,50.6,24.0
140,0,Antigo Sch Dist,NULL,192,2,1.0,13,6.8,37,19.3,107,55.7,17.2
140,20,Antigo Sch Dist,Aniwa El,12,0,0.0,1,8.3,3,25.0,6,50.0,16.7
140,80,Antigo Sch Dist,Crestwood El,18,0,0.0,0,0.0,4,22.2,10,55.6,22.2
140,100,Antigo Sch Dist,East El,21,1,4.8,0,0.0,3,14.3,13,61.9,19.0
140,140,Antigo Sch Dist,Lily El,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140,160,Antigo Sch Dist,Mattoon El,11,0,0.0,0,0.0,2,18.2,8,72.7,9.1
140,180,Antigo Sch Dist,North El,28,1,3.6,1,3.6,3,10.7,16,57.1,25.0
140,200,Antigo Sch Dist,Pleasant View El,23,0,0.0,3,13.0,4,17.4,13,56.5,13.0
140,240,Antigo Sch Dist,River Grove El,15,0,0.0,1,6.7,8,53.3,6,40.0,0.0
